fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"1476","1646",NA,NA,NA,"-9999",NA,-103.9213,44.343,SD,NA,hc7557,hc7557_p01,SPEARFISH INTAKE DAM (SAVOY),44.343,-103.9213,NA,NA,"5482187","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"10","101202030302",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1477","194",ME00142,ME00142,NA,"-9999",WEST ENFIELD,-68.6487,45.2503,ME,NA,hc1605,hc1605_p01,WEST ENFIELD,45.2501,-68.6495,"10255",P-2600,"1733962","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010200050208",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-01034500,Not representative,"-9999",NA,NA,NA,NA
"1478","2821",NA,NA,NA,"-9999",NA,-123.4697,41.41,CA,NA,hc7020,hc7020_p01,CORNWELL,41.41,-123.4697,NA,P-2987,"8257599","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180102100404",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11522500,NA,"-9999",NA,NA,NA,NA
"1479","2337",NA,NA,NA,"-9999",NA,-114.5572,42.6365,ID,NA,hc1969,hc1969_p01,N-32 CANAL,42.6365,-114.5572,"50323",P-6778,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402120704",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,USGS-13093150,NA,"-9999",NA,NA,NA,NA
"1480","2769",NA,NA,NA,"-9999",NA,-121.0947,39.5478,CA,NA,hc1970,hc1970_p01,DEADWOOD CREEK,39.5478,-121.0947,"7507",P-6780,"8056721","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201250404",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,USGS-11413320,NA,"-9999",NA,NA,NA,NA
"1481","1884",NA,NA,NA,"-9999",NA,-108.5589528,39.09435833,CO,NA,hc7564,hc7564_p01,DIVIDERS HYDROELECTRIC PROJECT,39.09435833,-108.5589528,NA,P-14377,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"14","140100051602",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Irrigation conduit,NA,NA,"-9999",NA,NA,NA,NA
"1482","2485",NA,NA,NA,"-9999",NA,-118.6303,34.2647,CA,NA,hc1973,hc1973_p01,EAST PORTAL GENERATOR,34.2647,-118.6303,"50375",P-6868,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701050202",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1483","2792",NA,NA,NA,"-9999",NA,-121.623,39.902,CA,NA,hc1974,hc1974_p01,FORKS OF BUTTE HYDRO PROJECT,39.902,-121.623,"50350",P-6896,"2770154","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201580202",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11389750,NA,"-9999",NA,NA,NA,NA
"1484","2444",NA,NA,NA,"-9999",NA,-116.8922,33.9982,CA,NA,hc7415,hc7415_p01,SAN GORGONIO UPPER BASIN POWERHOUSE,33.9982,-116.8922,NA,P-10085,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","181002010102",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,USGS-10256300,NA,"-9999",NA,NA,NA,NA
"1485","2212",NA,NA,NA,"-9999",NA,-118.851976,45.670403,OR,NA,hc7569,hc7569_p01,PENDLETON WELL 14,45.670403,-118.851976,NA,P-14407,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170701030507",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1486","276",NA,NA,NA,"-9999",NA,-72.5170421,43.2087192,VT,EHAFY24 location is inaccurate. Updated plant location with OSM.,hc7028,hc7028_p01,BROCKWAYS MILLS,43.2087192,-72.5170421,NA,P-3131,"10102816","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010801060603",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-01153550,NA,"-9999",NA,NA,NA,NA
"1487","414",NA,NA,NA,"-9999",NA,-72.2206,42.5965,MA,NA,hc7419,hc7419_p01,CRESTICON LOWER,42.5965,-72.2206,NA,P-10163,"9343491","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010802020204",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1488","2786",NA,NA,NA,"-9999",NA,-120.6443,39.7483,CA,NA,hc7031,hc7031_p01,GRAEAGLE DIVERSION,39.7483,-120.6443,NA,P-3247,"8041807","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201230406",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1489","2699",NA,NA,NA,"-9999",NA,-121.231916,38.847579,CA,NA,hc7574,hc7574_p01,LINCOLN METERING STATION,38.847579,-121.231916,NA,P-14444,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201610302",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1490","2441",NA,NA,NA,"-9999",NA,-117.8,33.9167,CA,NA,hc1737,hc1737_p04,SAN DIMAS,33.9167,-117.8,"6646",P-2896,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701060605",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1491","585",NA,NA,NA,"-9999",NA,-73.7447,42.3333,NY,NA,hc7035,hc7035_p01,CHITTENDEN FALLS,42.3333,-73.7447,NA,P-3273,"6188948","-9999",NA,"-9999",NA,"26973",NA,"52850359",NA,"02","020200060609",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1492","407",NA,NA,NA,"-9999",NA,-71.8031,42.387,MA,NHDPlusV2,hc2104,hc2104_p01,OAKDALE POWER STATION,42.387,-71.8031,"10824",P-10689,"24902238","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010700040201",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1493","2068",NA,NA,NA,"-9999",NA,-122.5128,42.742,OR,NA,hc1622,hc1622_p02,PROSPECT 4,42.742,-122.5128,"3035",P-2630,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","171003070113",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-14330000,NA,"-9999",NA,NA,NA,NA
"1494","2069",NA,NA,NA,"-9999",NA,-122.5153,42.7333,OR,NA,hc1623,hc1623_p01,PROSPECT 1,42.7333,-122.5153,"3032",P-2630,"23925204","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","171003070113",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-14330000,NA,"-9999",NA,NA,NA,NA
"1495","570",NA,NA,NA,"-9999",NA,-75.1666,43.2766,NY,NA,hc7429,hc7429_p01,UTICA WATER LINE HYDRO STATION,43.2766,-75.1666,NA,P-10445,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"02","020200040506",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1496","2120",NA,NA,NA,"-9999",NA,-112.8659,44.0595,ID,NA,hc1990,hc1990_p01,BIRCH CREEK POWER,44.0595,-112.8659,"10140",P-7194,"23230469","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402160302",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1497","2787",NA,NA,NA,"-9999",NA,-120.6012,39.7578,CA,NA,hc7433,hc7433_p01,GRAEAGLE GOLF COURSE POWERHOUSE,39.7578,-120.6012,NA,P-10505,"8041805","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201230406",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1498","2528",NA,NA,NA,"-9999",NA,-121.9482,40.8822,CA,NA,hc1993,hc1993_p01,ROARING CREEK WATER POWER,40.8822,-121.9482,"10881",P-7282,"7952048","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180200031101",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11364155,NA,"-9999",NA,NA,NA,NA
"1499","2457",NA,NA,NA,"-9999",NA,-117.6562,34.0937,CA,NA,hc7435,hc7435_p01,WFA-JPA STATION NO. 1 POWERHOUSE,34.0937,-117.6562,NA,P-10532,"-9999","-9999",NA,"-9999",NA,"482446",NA,"27828438",NA,"18","180702030706",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1500","2035",NA,NA,NA,"-9999",NA,-111.3603,42.4833,ID,NA,hc7175,hc7175_p01,GEORGETOWN,42.4833,-111.3603,NA,P-6445,"4469879","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"16","160102010603",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1501","2004",NA,NA,NA,"-9999",NA,-111.5923,39.2605,UT,NA,hc1996,hc1996_p01,MANTI CANYON LOWER,39.2605,-111.5923,"1020",P-7342,"5302465","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"16","160300040501",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1502","2005",NA,NA,NA,"-9999",NA,-111.6218,39.2561,UT,NA,hc1997,hc1997_p01,MANTI CANYON UPPER,39.2561,-111.6218,"3676",P-7345,"5302467","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"16","160300040501",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-10215900,NA,"-9999",NA,NA,NA,NA
"1503","1232",NA,NA,NA,"-9999",NA,-75.6337,43.9172,NY,NA,hc1998,hc1998_p01,KINGS FALLS HYDROELECTRIC,43.9172,-75.6337,"10872",P-7352,"15512578","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","041501011204",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-04258700,NA,"-9999",NA,NA,NA,NA
"1504","775",NA,NA,NA,"-9999",NA,-79.5255,35.4778,NC,NA,hc7308,hc7308_p01,HIGH FALLS,35.4778,-79.5255,NA,P-7987,"8875932","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"03","030300030407",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1505","2977",NA,NA,NA,"-9999",NA,-132.4667,56.1153,AK,NA,hc7440,hc7440_p01,BURNETT RIVER HATCHERY,56.1153,-132.4667,NA,P-10773,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"19","190102090502",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1506","14",NA,NA,NA,"-9999",NA,-72.5968,42.2081,MA,NA,hc7442,hc7442_p01,STATION NO. 5 POWERHOUSE,42.2081,-72.5968,NA,P-10806,"6781257","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010802010702",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1507","2039",NA,NA,NA,"-9999",NA,-114.0699,48.0593,MT,NA,hc1637,hc1637_p01,BIG FORK,48.0593,-114.0699,"6459",P-2652,"24349928","-9999",NA,"-9999",NA,"457982",NA,"60787405",NA,"17","170102110402",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1508","2871",NA,NA,NA,"-9999",NA,-121.54444709,40.92931187,CA,NA,hc1639,hc1639_p01,HAT CREEK 1,40.92931187,-121.54444709,"243",P-2661,"7951880","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180200030710",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11358800,NA,"-9999",NA,NA,NA,NA
"1509","2310",NA,NA,NA,"-9999",NA,-114.4536,42.9541,ID,NA,hc2007,hc2007_p01,NOTCH BUTTE HYDRO,42.9541,-114.4536,"50718",P-7548,"23266864","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402210903",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-13151500,NA,"-9999",NA,NA,NA,NA
"1510","1718",NA,NA,NA,"-9999",NA,-104.9135,39.6411,CO,NA,hc2124,hc2124_p01,HILLCREST PUMP STATION,39.6411,-104.9135,"54142",P-10973,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"10","101900030304",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1511","2898",NA,NA,NA,"-9999",NA,-121.8518,40.4603,CA,NA,hc7058,hc7058_p01,BAILEY CREEK DIVERSION,40.4603,-121.8518,NA,P-3948,"2765984","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201530104",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11376110,NA,"-9999",NA,NA,NA,NA
"1512","2978",NA,NA,NA,"-9999",NA,-135.68,59.2867,AK,NA,hc9014,hc9014_p01,MCROBERTS CREEK,59.2867,-135.68,NA,NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"19","190103031501",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1513","2239",NA,NA,NA,"-9999",NA,-115.948,46.3836,ID,NA,hc2013,hc2013_p01,FORD HYDRO LP,46.3836,-115.948,"54674",P-7986,"23606836","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170603060302",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1514","6",NA,NA,NA,"-9999",NA,-72.0854,41.8756,CT,NA,hc7459,hc7459_p01,STILL RIVER,41.8756,-72.0854,NA,P-11217,"6162927","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","011000020202",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1515","1952",NA,NA,NA,"-9999",NA,-113.5663,37.2035,UT,NA,hc2131,hc2131_p01,PINE VALLEY,37.2035,-113.5663,"7362",P-11218,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"15","150100080910",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
